id,question,opa,opb,opc,opd,cop,choice_type,exp,subject_name,topic_name
4af95a7c-be34-4a37-812f-b997c8acf102,All are features of psychosis except -,Loss of insight,Presence of delusions,Preserved contact with reality,Personality disturbances,2,multi,"Ans. is 'c' i.e., Preserved contact with reality Psychosiso Psychosis is a mental state involving the loss of contact with reality, causing deterioration of normal social functioning. The characteristic features of psychosis are : -Gross impairment in reality testing, i.e., loss of contact with reality.Marked disturbance in personality and behavior with impairment in social, interpersonal and occupational functioning.Marked impairment in judgement.Loss of insight (insight is an assessment of how aware the patient is of their own mental illness).Presence of characteristic symptoms like delusions and hallucinations, these are called psychotic symptoms.o The major psychosis are : -Organic psychotic disorders, e.g., Delirium, substance related psychosis, head trauma.Non-organic psychosesMajor psychoses : - Schizophrenia, mood disorders (depression, mania, bipolar).Other psychotic disorders (third psychosis): - Delusional disorders, acute and transient psychotic dis- orders, schizoaffective disorderNeurosiso Neurosis is a general term referring to mental distress that, unlike psychosis, does not prevent rational thought and daily functioning. Characteristic features are : -Symptoms cause subjective distress to the patient.Insight is present (symptoms are recognised as undesirable).The personality and behaviour are relatively preserved as is the judgement.The contact with reality is preserved.Absence of organic causative factor.o Important neurotic disorders are Anxiety disorders (Panic), Phobia (Phobic anxiety disorder), obsessive compulsive disorder, Dissociative conversion disorder.",Psychiatry,Schizophreniform Disorder
7ad2eedb-f2c8-4739-8115-e398906116fa,Trichotillomania-,Irresistable desire to set fire,Irresistable desire to steal things,Compulsive hair pulling,Pathological gambling,2,single,"Ans. is 'c' i.e., Compulsive hair pulling o As there is no organic or behavioral disorders, this girl is suffering with impulse control disorder of compulsive hair pulling, known as Trichotillomania.Impulse control disordero These disorders are characterized by failure to resist an impulsive behavior that may be harmful to self or others. There may be a feeling of release of tension by doing the act and a feeling of guilt after the act is over.Important impulse control disorder are : -Pyromania (Pathological fire setting)Kleptomania (Pathological stealing)Trichotillomania (Compulsive hair pulling)Pathological gamblingIntermittent explosive disorderImpulse control disorder not otherwise specifiedOniomania (Compulsion to shop/buying)Internet compulsion (Internet addiction)Cellular or Mobile phone compulsionCompulsive sexual behavior (sexual addiction).",Psychiatry,Mood Disorders
37fab6fd-1212-47a2-9138-a20634367df3,Suicide is most common in -,Depression,Alcohol dependence,Dementia,Schizophrenia,0,single,"Ans. is 'a' i.e., Depression Causes/Risk factors for suicidePsychiatric disorders : - Depression (most common), alcoholism (2nd me), Drug/Substance dependence, Schizophrenia, Dementia.Physical illness : - Cancer, AIDS, Multiple sclerosis, Head trauma.Psychosocial factors : - Failure in love, marital difficulties, family dispute, illegitimate pregnancy.Biological factors : - Decrease in serotoninOther - Male sex, Age > 40 years, Single (Unmarried, divorced or widowed), previous suicide attempt, social isolation.",Psychiatry,Symptoms & Signs 
f4718a6b-3259-4734-b48e-893b964969fd,Neurotransmitter changes proposed in cases of Anxiety,"Increased NE, and decreased GABA and serotonin","Decreased NE and serotonin, and increased Ach",Decreased GABA and Ach,"Increased serotonin, and decreased NE and GABA",0,single,"There are various neurotransmitters that is studied under the neurobiology of anxiety they are mainly as follows decreased GABA, hence benzodiazepines which acts on GABA is a onderful anti anxiety drug decrased serotonin , hence SSRI are used in management of all anxiety disorders increased norepinephrine, thus proponolol which is a beta blocker is used in the management of anxiety especially in social anxiety disorders. Reference: Kaplon and sadock, 11 th edition, synopsis of psychiatry, 11 th edition, pg no. 387",Psychiatry,All India exam
59815430-15f2-47ea-a7ac-0b2209d53d08,A first rank symptom of schizophrenia is all Except,Ambivalence,Running commentary,Thought inseion,Somatic passivity,0,multi,"Ku Schneider First Rank Symptoms Second-Rank Symptoms Audible thoughts Voices arguing or discussing(commanding voices) Voices commenting on patient's actions (commenting voices) Made feelings Made impulses or drives Made volitional acts Thought withdrawal Thought inseion Thought broadcasting Delusional perception Somatic Passivity Other disorders of perception Sudden delusional ideas Perplexity Depressive and euphoric mood changes Feelings of emotional impoverishment and several others as well Reference: Kaplon and sadock, 11 th edition, synopsis of psychiatry, 11 th edition, pg no. 987",Psychiatry,All India exam
c12d0b65-8454-4b08-9057-7bc0b316d2d0,Lilliputian hallucinations are seen in,Alcohol withdrawal,Opioid withdrawal,LSD withdrawal,Cocaine withdrawal,0,multi,"Lilliputian hallucinations are the visual type where objects appear tiny than their usual size. delirium is a type of ORGANIC BRAIN SYNDROME it presents with clouding of consiousness the main cognitive function that is altered is attention impairment and disorientation the main hallucinations that presents in delirium is visual hallucinations the visual hallucinations sometimes presents lilliputian hallucinations, that is they can see small miniature animals and humans hitting them they have a phenomenon called as sun downing phenomenon, that is worsening of symptoms in the evening and night the delirium that is cahrecterstic of alcohol withdrawl is hyper active delirium it is also called as delirium tremens as it is assosiated with tremors. Reference: Kaplon and sadock, 11 th edition, synopsis of psychiatry, 11 th edition, pg no. 955",Psychiatry,All India exam
1586c80e-f05f-4712-b337-5d6ed0def95a,Depression patients in developing countries most prominently show which of the following feature?,Low mood,Sleep disturbance,Vague body aches,Suicidal tendancy,2,single,"Multiple physical symptoms (such as heaviness of head, vague body aches) are paicularly common in the elderly depressives and depressed patients from the developing countries (such as India) * MC psychiatric disorder in India: Depression * Neurotransmitter involved: Serotonin and nor-epinephrine * MC cause of suicide: DepressionRisk features of suicide in depression: * Endogenous type of depression * Psychotic depression * MC type of post-puerperal psychosis: Depression * Nihilistic ideas: Seen in depression",Psychiatry,Mood Disorders
80c83132-0c7b-452d-8218-757339c85c3d,Disruption or disorganization of biological rhythm is observed in,Schizophrenia,Anxiety,Depression,Mania,2,single,"Disturbance of biological functions is common with depression, with insomnia (or sometimes increased sleep), loss of appetite and weight (or sometimes hyperphagia and weight gain), and loss of sexual drive. When the disturbance is severe, it is called as melancholia ( somatic syndrome) The somatic syndrome in depression is characterised by: a. A significant decrease in appetite or weight b. Early morning awakening, at least 2 (or more) hours before the usual time of awakening c. Diurnal variation, with depression being worst in the morning d. Pervasive loss of interest and loss of reactivity to pleasurable stimuli e. Psychomotor agitation or retardation. Ref: A Sho Textbook of Psychiatry, Niraj Ahuja, 7th Edition, pg. no.72",Psychiatry,Mood disorders
e72a3615-f212-4a79-a0f4-87aba20c0cc4,SSRI is first-line treatment for,OCD,Panic disorder,Social phobia,Post traumatic stress disorder,2,single,"In social phobia, among the antidepressants, SSRIs are currently drugs of choice, with paroxetine being the most widely used drug. Other SSRIs, such as fluoxetine and seraline are also equally effective. Fluoxetine has the advantage of a longer half-life. Other antidepressants such as imipramine (TCA) and phenelzine (MAOI), are also helpful in treating the panic attacks associated with phobias, thereby decreasing the distress. Ref: A Sho Textbook of Psychiatry, Niraj Ahuja, 7th Edition, pg. no. 95",Psychiatry,Pharmacotherapy in psychiatry
52960709-acbb-403b-a468-8c74bfede83b,Absolute contraindication to ECT is:,Glaucoma,Brain tumor,Aoic aneurism,MI,1,single,"There are no absolute contraindications for ECT. Earlier, raised intracranial tension and space occupying lesions were considered as absolute contraindications, hence the best answer here is brain tumor.",Psychiatry,Miscellaneous
5248b4b5-2deb-4adc-ab4d-d41c31102213,Most common of all psychiatric disorders are -,Anxiety disorder,Schizophrenia,Depression,Mania,0,multi,"Ans. is 'a' i.e., Anxiety disorder o Anxiety disorders are the most common of all psychiatric illnesses. According to DSM-IV-TR following are anxiety disorder :-Panic disorder with or without agoraphobia.Agoraphobia with or without panic disorder.Specific phobia.Social phobia.Obsessive - compulsive disorder.Post traumatic stress disorder.Generalized anxiety disorder.",Psychiatry,Generalized Anxiety Disorder
9065f47e-5e37-4cda-a7aa-f12052c9a741,The characteristic feature of catatonic schizophrenia is,Stupor,Rigidity,Negativism,All of the above,3,multi,(D) All of the above,Psychiatry,Miscellaneous
08fd1340-756c-46ef-b8a8-10c66ede7188,Dementia is produced by deficiency of vitamin,Vitamin A,Vitamin D,Thiamine,Pyridoxine,2,single,"(C) Thiamine # DEMENTIA is the progressive decline in cognitive function due to damage or disease in the brain beyond what might be expected from normal aging.> Although dementia is far more common in the geriatric population, it may occur in any stage of adulthood.> This age cutoff is by definition, as similar sets of symptoms due to organic brain dysfunction are given different names, such as developmental disorders, in populations younger than adulthood.> In dementia, affected areas in cognition may be memory, attention, language, and problem solving.> Especially in the later stages of the condition, affected persons may be disoriented in time (not knowing what day of the week, day of the month, or even what year it is), in place (not knowing where they are), and in person (not knowing who they are).> Symptoms of dementia can be classified as either reversible or irreversible depending upon the etiology of the disease. Less than 10 percent of cases of dementia are due to causes which may presently be reversed with treatment.",Psychiatry,Miscellaneous
a8b70198-2795-4dcd-a6f8-2066403c55f2,Treatment of depression with suicidal tendencies is?,Clozapine,Mitrazapine,ECT,Olenzapine,2,single,"ANSWER: (C) ECTREF: Kaplan synopsis 10th ed p. 557ECT is therapy of choice depression with:Suicidal tendencyPsychomotor retardationPsychotic and delusional features with somatic syndromeIntolerance , contraindication, refractory to drugs",Psychiatry,Pharmacotherapy Management of Children and Adolescents
